track_name,popularity,artists_names,artist_genres,danceability,energy
Tell Your Friends,70,The Weeknd,canadian contemporary r&b;canadian pop;pop,0.583,0.454
Hablemos,72,Ariel Camacho y Los Plebes Del Rancho,banda;corrido;corridos tumbados;musica mexicana;norteno;sierreno,0.693,0.526
Burn,68,Phillipa Soo,broadway;show tunes,0.582,0.428
Cold Cold Cold,70,Cage The Elephant,modern alternative rock;modern rock;pov: indie;punk blues;rock,0.549,0.789
Ice Cream Man,75,Tyga,hip hop;pop rap;rap;trap,0.902,0.67
"FUCKING YOUNG / PERFECT (feat. Charlie Wilson, Chaz Bundick, Sydney Bennett & Kali Uchis)",67,"Tyler, The Creator;Charlie Wilson;Chaz Bundick;Syd;Kali Uchis",hip hop;rap,0.232,0.705
We Own The Night,66,Dance Gavin Dance,pixie;pop punk;sacramento indie;screamo;swancore,0.224,0.905
High By The Beach,73,Lana Del Rey,art pop;pop,0.536,0.486
Sexy Drug,69,Falling In Reverse,alternative metal;pop punk;rap metal,0.367,0.978
Brand New,66,Ben Rector,acoustic pop;indiecoustica;lds youth;neo mellow;piano rock,0.555,0.934
YOUTH,66,Troye Sivan,australian pop;pop;viral pop,0.628,0.737
"Palace/Curse (feat. Tyler, The Creator & Steve Lacy)",67,"The Internet;Tyler, The Creator;Steve Lacy",alternative r&b;lgbtq+ hip hop,0.447,0.625
Drown,75,Bring Me The Horizon,melodic metalcore;metalcore;modern rock;pop punk;rock;uk metalcore,0.405,0.94
Loving You Easy,66,Zac Brown Band,contemporary country;country;country road;modern country rock,0.721,0.585
Carousel,70,Melanie Martinez,alt z;electropop;pop,0.739,0.661
F*ck Up Some Commas,68,Future,atl hip hop;hip hop;rap;southern hip hop;trap,0.874,0.568
"10,000 Emerald Pools",67,BØRNS,indie poptimism;modern alternative rock;modern rock;pov: indie,0.568,0.578
Castaway,66,Zac Brown Band,contemporary country;country;country road;modern country rock,0.633,0.778
Pongámonos De Acuerdo,77,Julión Álvarez y su Norteño Banda,banda;musica mexicana;norteno;sad sierreno,0.758,0.525
Yes I'm Changing,70,Tame Impala,australian psych;modern rock;neo-psychedelic;rock,0.373,0.609
Heroes (we could be),75,Alesso;Tove Lo,dance pop;edm;pop;pop dance,0.503,0.748
Diemonds,66,$uicideboy$,cloud rap;dark trap;new orleans rap;underground hip hop,0.436,0.17
Lydia,66,Highly Suspect,modern alternative rock;modern rock;post-grunge,0.417,0.706
"Aaron Burr, Sir",69,Lin-Manuel Miranda;Leslie Odom Jr.;Daveed Diggs;Okieriete Onaodowan;Anthony Ramos,broadway;show tunes,0.646,0.439
Drunk on Your Love,65,Brett Eldredge,contemporary country;country;country road;modern country rock,0.443,0.831
Jealous - Remix,70,Nick Jonas;Tinashe,dance pop;pop,0.684,0.71
Don't It,65,Billy Currington,contemporary country;country;country road,0.571,0.826
I Know What You Did Last Summer,74,Shawn Mendes;Camila Cabello,canadian pop;pop;viral pop,0.687,0.761
Streetcar,70,Daniel Caesar,canadian contemporary r&b,0.41,0.298
Already,65,Kodak Black,florida drill;florida rap;melodic rap;miami hip hop;rap;trap;trap latino,0.773,0.516
Goth,74,Sidewalks and Skeletons,wave;witch house,0.558,0.697
Missing You,64,Flatland Cavalry,classic texas country;red dirt,0.614,0.433
Nobody To Blame,66,Chris Stapleton,contemporary country;outlaw country,0.534,0.666
Japanese Denim,80,Daniel Caesar,canadian contemporary r&b,0.707,0.238
That's What I Like,88,Bruno Mars,dance pop;pop,0.853,0.56
Pink + White,90,Frank Ocean,lgbtq+ hip hop;neo soul,0.545,0.545
sdp interlude,84,Travis Scott,hip hop;rap;slap house,0.507,0.586
Love On The Brain,86,Rihanna,barbadian pop;pop;urban contemporary,0.509,0.637
Night Shift,79,Jon Pardi,contemporary country;country;country road;modern country rock,0.63,0.754
Poison,80,Brent Faiyaz,r&b;rap,0.689,0.394
Ivy,82,Frank Ocean,lgbtq+ hip hop;neo soul,0.575,0.386
Closer,86,The Chainsmokers;Halsey,electropop;pop,0.748,0.524
Die For You,86,The Weeknd,canadian contemporary r&b;canadian pop;pop,0.582,0.525
Reminder,89,The Weeknd,canadian contemporary r&b;canadian pop;pop,0.706,0.505
7 Years,85,Lukas Graham,danish pop;scandipop,0.765,0.473
Go Flex,80,Post Malone,dfw rap;melodic rap;pop;rap,0.665,0.498
Heartache On The Dance Floor,78,Jon Pardi,contemporary country;country;country road;modern country rock,0.596,0.834
Cigarettes out the Window,84,TV Girl,pov: indie,0.625,0.659
I Fall Apart,81,Post Malone,dfw rap;melodic rap;pop;rap,0.556,0.538
This Is What You Came For,85,Calvin Harris;Rihanna,dance pop;edm;electro house;house;pop;progressive house;uk dance,0.631,0.927
Some,82,Steve Lacy,afrofuturism,0.784,0.554
Nights,80,Frank Ocean,lgbtq+ hip hop;neo soul,0.457,0.551
Father Stretch My Hands Pt. 1,86,Kanye West,chicago rap;hip hop;rap,0.724,0.573
goosebumps,87,Travis Scott,hip hop;rap;slap house,0.841,0.728
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",76,Justin Timberlake,dance pop;pop,0.669,0.832
White Ferrari,79,Frank Ocean,lgbtq+ hip hop;neo soul,0.501,0.0958
Needed Me,83,Rihanna,barbadian pop;pop;urban contemporary,0.671,0.314
Head Over Boots,77,Jon Pardi,contemporary country;country;country road;modern country rock,0.563,0.688
Congratulations,84,Post Malone;Quavo,dfw rap;melodic rap;pop;rap,0.63,0.804
Congratulations (feat. Bilal),82,Mac Miller;Bilal,hip hop;pittsburgh rap;pop rap;rap,0.465,0.225
Young,82,Vacations,newcastle nsw indie,0.498,0.81
Starboy,92,The Weeknd;Daft Punk,canadian contemporary r&b;canadian pop;pop,0.679,0.587
Stargirl Interlude,87,The Weeknd;Lana Del Rey,canadian contemporary r&b;canadian pop;pop,0.715,0.47
White Iverson,79,Post Malone,dfw rap;melodic rap;pop;rap,0.675,0.562
What Ifs (feat. Lauren Alaina),75,Kane Brown;Lauren Alaina,black americana;contemporary country;country;country road,0.612,0.799
Looking Out for You,80,Joy Again,indie garage rock;pov: indie,0.682,0.9
Antarctica,81,$uicideboy$,cloud rap;dark trap;new orleans rap;underground hip hop,0.715,0.633
Makeba,82,Jain,french pop,0.825,0.663
Me and Your Mama,83,Childish Gambino,atl hip hop;hip hop;rap,0.545,0.442
Redbone,85,Childish Gambino,atl hip hop;hip hop;rap,0.745,0.353
Party Monster,84,The Weeknd,canadian contemporary r&b;canadian pop;pop,0.573,0.63
Dirt On My Boots,77,Jon Pardi,contemporary country;country;country road;modern country rock,0.683,0.796
Still Think About You,78,A Boogie Wit da Hoodie,melodic rap;rap;trap,0.946,0.646
Say You Won't Let Go,88,James Arthur,pop;talent show;uk pop,0.358,0.557
Ophelia,78,The Lumineers,folk-pop;modern rock;stomp and holler,0.664,0.573
My Shit,80,A Boogie Wit da Hoodie,melodic rap;rap;trap,0.812,0.621
Die For You,90,The Weeknd,canadian contemporary r&b;canadian pop;pop,0.586,0.525
One Dance,89,Drake;Wizkid;Kyla,canadian hip hop;canadian pop;hip hop;pop rap;rap,0.792,0.625
Not Allowed,84,TV Girl,pov: indie,0.67,0.905
white tee,79,Lil Peep;Lil Tracy,cloud rap;emo rap;lgbtq+ hip hop,0.8,0.526
Cake By The Ocean,84,DNCE,dance pop;pop,0.774,0.753
Unstoppable,83,Sia,australian dance;australian pop;pop,0.468,0.779
Feel No Ways,79,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,0.582,0.677
I Feel It Coming,82,The Weeknd;Daft Punk,canadian contemporary r&b;canadian pop;pop,0.773,0.819
Too Good,78,Drake;Rihanna,canadian hip hop;canadian pop;hip hop;pop rap;rap,0.794,0.653
Jungle,76,A Boogie Wit da Hoodie,melodic rap;rap;trap,0.538,0.52
Stargirl Interlude,81,The Weeknd;Lana Del Rey,canadian contemporary r&b;canadian pop;pop,0.638,0.474
You're Welcome,75,Dwayne Johnson,,0.788,0.745
Chill Bill (feat. J. Davi$ & Spooks),77,Rob $tone;J. Davi$;J Spooks,san diego rap;viral trap,0.886,0.427
beamer boy,76,Lil Peep;Nedarb,cloud rap;emo rap;lgbtq+ hip hop,0.743,0.731
ocean eyes,73,Billie Eilish,art pop;electropop;pop,0.475,0.37
Donald Trump,75,Mac Miller,hip hop;pittsburgh rap;pop rap;rap,0.716,0.936
Black Beatles,77,Rae Sremmurd;Gucci Mane,melodic rap;mississippi hip hop;pop rap;rap;trap,0.794,0.632
X (feat. Future),74,21 Savage;Metro Boomin;Future,atl hip hop;hip hop;rap;trap,0.835,0.413
Way down We Go,85,KALEO,icelandic indie;icelandic rock;modern alternative rock,0.489,0.505
Controlla,75,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,0.59,0.468
24K Magic,81,Bruno Mars,dance pop;pop,0.818,0.803
Neighbors,75,J. Cole,conscious hip hop;hip hop;north carolina hip hop;rap,0.898,0.283
Mr. Loverman,79,Ricky Montgomery,la indie;pop;pov: indie,0.639,0.526
Self Control,77,Frank Ocean,lgbtq+ hip hop;neo soul,0.581,0.21
Summers Over Interlude,74,Drake;Majid Jordan,canadian hip hop;canadian pop;hip hop;pop rap;rap,0.699,0.255
House of Memories,83,Panic! At The Disco,pop,0.506,0.817
"All That Glitters Is Not Gold, But It's Still Damn Beautiful",73,$uicideboy$,cloud rap;dark trap;new orleans rap;underground hip hop,0.838,0.802
A Life Where We Work Out (feat. Kaitlin Butts),72,Flatland Cavalry;Kaitlin Butts,classic texas country;red dirt,0.596,0.501
Feeling Whitney,76,Post Malone,dfw rap;melodic rap;pop;rap,0.412,0.227
Swang,76,Rae Sremmurd,melodic rap;mississippi hip hop;pop rap;rap;trap,0.681,0.314
Line Without a Hook,81,Ricky Montgomery,la indie;pop;pov: indie,0.432,0.652
Work,80,Rihanna;Drake,barbadian pop;pop;urban contemporary,0.725,0.534
"Sex, Drugs, Etc.",83,Beach Weather,,0.572,0.839
Cleopatra,74,The Lumineers,folk-pop;modern rock;stomp and holler,0.536,0.775
Vagabond,74,Caamp,indie folk;stomp and holler,0.571,0.399
I Bet on Losing Dogs,77,Mitski,brooklyn indie;pov: indie,0.398,0.493
Woo,77,Rihanna,barbadian pop;pop;urban contemporary,0.42,0.466
Let Me Love You,86,DJ Snake;Justin Bieber,edm;electronic trap;pop;pop dance,0.649,0.716
Sleep On The Floor,72,The Lumineers,folk-pop;modern rock;stomp and holler,0.389,0.431
How Far I'll Go,76,Auli'i Cravalho,movie tunes,0.571,0.307
Into You,73,Ariana Grande,pop,0.623,0.734
I Took A Pill In Ibiza - Seeb Remix,75,Mike Posner;Seeb,dance pop;pop;pop dance;pop rap,0.664,0.714
Atlantis,87,Seafret,folk-pop,0.4,0.479
No Heart,75,21 Savage;Metro Boomin,atl hip hop;hip hop;rap;trap,0.906,0.444
Come and See Me (feat. Drake),75,PARTYNEXTDOOR;Drake,r&b;rap;urban contemporary,0.77,0.347
Say It,78,Tory Lanez,canadian hip hop;canadian trap;melodic rap;pop rap;r&b;rap;trap,0.546,0.529
Real Love Baby,74,Father John Misty,art pop;chamber pop;indie rock;indietronica;singer-songwriter;stomp and holler,0.417,0.686
Don't Let Me Down,83,The Chainsmokers;Daya,electropop;pop,0.532,0.869
Fight Song,79,Rachel Platten,post-teen pop;viral pop,0.564,0.714
Hotline Bling,80,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,0.891,0.628
Low Life (feat. The Weeknd),78,Future;The Weeknd,atl hip hop;hip hop;rap;southern hip hop;trap,0.722,0.331
Dangerous Woman,71,Ariana Grande,pop,0.664,0.602
Money Longer,75,Lil Uzi Vert,hip hop;melodic rap;philly rap;rage rap;rap,0.795,0.568
Heathens,83,Twenty One Pilots,modern rock;pop;pov: indie;rock,0.732,0.396
We Don't Talk Anymore (feat. Selena Gomez),71,Charlie Puth;Selena Gomez,pop;viral pop,0.728,0.563
Erase Your Social,73,Lil Uzi Vert,hip hop;melodic rap;philly rap;rage rap;rap,0.705,0.609
Deja Vu,74,J. Cole,conscious hip hop;hip hop;north carolina hip hop;rap,0.657,0.421
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",77,Lil Wayne;Wiz Khalifa;Imagine Dragons;X Ambassadors;Logic;Ty Dolla $ign,hip hop;new orleans rap;pop rap;rap;trap,0.502,0.786
Devil Eyes,80,Hippie Sabotage,edm;electronic trap,0.391,0.396
Fire & Desire,73,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,0.722,0.252
Godspeed,75,Frank Ocean,lgbtq+ hip hop;neo soul,0.399,0.0969
iSpy (feat. Lil Yachty),74,KYLE;Lil Yachty,indie pop rap;pop rap;viral trap,0.746,0.653
Formation,74,Beyoncé,pop;r&b,0.896,0.621
Stone,71,Whiskey Myers,classic texas country;modern southern rock;red dirt,0.438,0.477
H.O.L.Y.,71,Florida Georgia Line,contemporary country;country;country pop;country road;modern country rock,0.523,0.666
"Hey, Mickey!",78,Baby Tate,trap queen,0.912,0.507
Broccoli,67,DRAM;Lil Yachty,pop rap;trap;underground hip hop;viral trap;virginia hip hop,0.886,0.525
Famous,76,Kanye West,chicago rap;hip hop;rap,0.465,0.735
This Girl (Kungs Vs. Cookin' On 3 Burners),81,Kungs;Cookin' On 3 Burners,edm;pop dance,0.792,0.717
Diles,82,Bad Bunny;Ozuna;Farruko;Arcángel;Ñengo Flow;DJ Luian;Mambo Kingz,reggaeton;trap latino;urbano latino,0.813,0.56
castles,74,Lil Peep;Lil Tracy,cloud rap;emo rap;lgbtq+ hip hop,0.574,0.785
Blue Ain't Your Color,71,Keith Urban,australian country;australian pop;contemporary country;country;country road,0.69,0.416
Could Have Been Me,73,The Struts,glam rock;modern alternative rock,0.541,0.907
Wild as You,69,Cody Johnson,classic texas country;contemporary country,0.461,0.65
No More Parties In LA,74,Kanye West,chicago rap;hip hop;rap,0.508,0.921
Somebody Else,73,The 1975,modern alternative rock;modern rock;pop;pov: indie;rock,0.61,0.788
Waves,74,Kanye West,chicago rap;hip hop;rap,0.557,0.586
Never Be Like You (feat. Kai),71,Flume;kai,australian dance;australian electropop;australian indie;downtempo;edm;indietronica,0.444,0.557
Slow Down,79,Chase Atlantic,alternative r&b,0.477,0.788
O Pana!,71,$uicideboy$,cloud rap;dark trap;new orleans rap;underground hip hop,0.797,0.504
Both (feat. Drake),70,Gucci Mane;Drake,atl hip hop;dirty south rap;hip hop;pop rap;rap;southern hip hop;trap,0.85,0.405
May We All,72,Florida Georgia Line;Tim McGraw,contemporary country;country;country pop;country road;modern country rock,0.514,0.918
Speak Too Soon,71,Wild Rivers,folk-pop,0.705,0.442
Where You Are,73,Christopher Jackson;Rachel House;Nicole Scherzinger;Auli'i Cravalho;Louise Bush,broadway;movie tunes;show tunes,0.707,0.656
Relax,73,Vacations,newcastle nsw indie,0.471,0.881
In the Name of Love,82,Martin Garrix;Bebe Rexha,dutch edm;edm;pop;pop dance;progressive house,0.501,0.519
All the Debts I Owe,70,Caamp,indie folk;stomp and holler,0.463,0.484
Train Wreck,82,James Arthur,pop;talent show;uk pop,0.311,0.485
Kiss It Better,77,Rihanna,barbadian pop;pop;urban contemporary,0.619,0.806
Lover Is a Day,75,Cuco,bedroom pop;dream pop,0.404,0.647
PRBLMS,72,6LACK,atl hip hop;melodic rap;r&b;rap;trap,0.417,0.58
Cheap Thrills,72,Sia,australian dance;australian pop;pop,0.628,0.698
Tomorrow,70,Shakey Graves,austin americana;austindie;indie folk;new americana;stomp and holler,0.564,0.354
Dang! (feat. Anderson .Paak),74,Mac Miller;Anderson .Paak,hip hop;pittsburgh rap;pop rap;rap,0.836,0.67
Feel Invincible,75,Skillet,alternative metal;christian alternative rock;christian music;christian rock;post-grunge,0.603,0.886
Really Really,71,Kevin Gates,baton rouge rap;rap;southern hip hop;trap,0.762,0.666
"i hate u, i love u (feat. olivia o'brien)",80,gnash;Olivia O'Brien,alt z;pop,0.492,0.275
Sex With Me,73,Rihanna,barbadian pop;pop;urban contemporary,0.58,0.532
Somewhere On A Beach,70,Dierks Bentley,contemporary country;country;country road,0.569,0.638
PILLOWTALK,80,ZAYN,pop;uk pop,0.584,0.7
Homage,77,Mild High Club,indie garage rock;neo-psychedelic,0.546,0.465
Work from Home (feat. Ty Dolla $ign),79,Fifth Harmony;Ty Dolla $ign,girl group;pop;talent show,0.803,0.585
Childs Play,72,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,0.746,0.475
Porch Swing Angel,69,Muscadine Bloodline,modern country pop,0.518,0.411
Side To Side,70,Ariana Grande;Nicki Minaj,pop,0.65,0.736
Brown Noise,74,Brown Noise for Babies;White Noise for Deeper Sleep;Appliances for Meditation,white noise,0.0,2.01e-05
With You I Am,69,Cody Johnson,classic texas country;contemporary country,0.558,0.66
You Was Right,69,Lil Uzi Vert,hip hop;melodic rap;philly rap;rage rap;rap,0.843,0.359
All Time Low,68,Jon Bellion,indie pop rap,0.617,0.567
Still Here,69,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,0.834,0.433
My Favorite Part,74,Mac Miller;Ariana Grande,hip hop;pittsburgh rap;pop rap;rap,0.861,0.33
Consideration,72,Rihanna;SZA,barbadian pop;pop;urban contemporary,0.883,0.584
Square Hammer,68,Ghost,hard rock;metal,0.53,0.903
Soy Peor,76,Bad Bunny,reggaeton;trap latino;urbano latino,0.808,0.611
Can't Help Falling in Love,76,Haley Reinhart,idol,0.41,0.0485
Friends,71,Vacations,newcastle nsw indie,0.585,0.802
Champagne & Sunshine,75,PLVTINUM;Tarro,dark r&b,0.607,0.522
The Other Side Of Paradise,71,Glass Animals,gauze pop;indietronica;modern rock;pov: indie;shiver pop,0.689,0.338
We Know The Way,69,Opetaia Foa'i;Lin-Manuel Miranda,movie tunes,0.689,0.578
Cinderella (feat. Ty Dolla $ign),69,Mac Miller;Ty Dolla $ign,hip hop;pittsburgh rap;pop rap;rap,0.545,0.534
Ultralight Beam,71,Kanye West,chicago rap;hip hop;rap,0.592,0.403
Cold Water,70,Major Lazer;Justin Bieber;MØ,dance pop;edm;electro house;moombahton;pop;pop dance,0.608,0.798
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),80,Arcángel;Bad Bunny;Mambo Kingz;DJ Luian,latin hip hop;reggaeton;trap latino;urbano latino,0.815,0.514
Digits,70,Young Thug,atl hip hop;atl trap;gangster rap;melodic rap;rap;trap,0.769,0.632
No Option,71,Post Malone,dfw rap;melodic rap;pop;rap,0.575,0.734
"Psycho, Pt. 2",73,Russ,hawaiian hip hop;pop rap,0.766,0.548
Below the Surface,75,Griffinilla,otacore;pixel,0.713,0.398
One Call Away,67,Charlie Puth,pop;viral pop,0.667,0.613
walk away as the door slams,73,Lil Peep;Lil Tracy,cloud rap;emo rap;lgbtq+ hip hop,0.553,0.572
My Way,81,Calvin Harris,dance pop;edm;electro house;house;pop;progressive house;uk dance,0.818,0.913
Desperado,72,Rihanna,barbadian pop;pop;urban contemporary,0.685,0.61
ghost girl,70,Lil Peep,cloud rap;emo rap;lgbtq+ hip hop,0.511,0.822
Me Vas a Extrañar,76,Banda MS de Sergio Lizárraga,banda;musica mexicana;norteno,0.756,0.526
"Sit Still, Look Pretty",75,Daya,pop,0.846,0.734
Starving,76,Hailee Steinfeld;Grey;Zedd,pop,0.728,0.616
Kill Yourself (Part IV),69,$uicideboy$,cloud rap;dark trap;new orleans rap;underground hip hop,0.765,0.675
pick up the phone,71,Young Thug;Travis Scott,atl hip hop;atl trap;gangster rap;melodic rap;rap;trap,0.706,0.716
Redemption,69,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,0.694,0.314
Death of a Bachelor,69,Panic! At The Disco,pop,0.462,0.538
Flatliner (feat. Dierks Bentley),69,Cole Swindell;Dierks Bentley,contemporary country;country;country road;modern country rock,0.555,0.896
Love Myself,72,Hailee Steinfeld,pop,0.617,0.759
Champion of Death,69,$uicideboy$;Getter,cloud rap;dark trap;new orleans rap;underground hip hop,0.818,0.897
Waiting Room,71,Phoebe Bridgers,indie pop;la indie;pov: indie,0.531,0.289
2 Phones,70,Kevin Gates,baton rouge rap;rap;southern hip hop;trap,0.895,0.681
Married To The Game,70,Future,atl hip hop;hip hop;rap;southern hip hop;trap,0.827,0.544
You Should Be Here,68,Cole Swindell,contemporary country;country;country road;modern country rock,0.489,0.641
Middle,77,DJ Snake;Bipolar Sunshine,edm;electronic trap;pop;pop dance,0.583,0.695
Victorious,70,Panic! At The Disco,pop,0.57,0.865
No Problem (feat. Lil Wayne & 2 Chainz),69,Chance the Rapper;Lil Wayne;2 Chainz,chicago rap;conscious hip hop;hip hop;pop rap;rap,0.652,0.795
G.O.A.T.,71,Eric Bellinger;Aroc!,pop r&b;r&b,0.467,0.636
Versace on the Floor,77,Bruno Mars,dance pop;pop,0.578,0.574
Million Reasons,79,Lady Gaga,art pop;dance pop;pop,0.666,0.423
Sidewalks,75,The Weeknd;Kendrick Lamar,canadian contemporary r&b;canadian pop;pop,0.542,0.72
Gassed Up,69,Nebu Kiniza,melodic rap;plugg,0.798,0.568
Nikes,73,Frank Ocean,lgbtq+ hip hop;neo soul,0.633,0.395
O Come to the Altar (Live),71,Elevation Worship,ccm;christian music;worship,0.256,0.564
Angela,67,The Lumineers,folk-pop;modern rock;stomp and holler,0.668,0.563
Emo Boy,71,Ayesha Erotica,,0.697,0.685
The Devil's Bleeding Crown,66,Volbeat,danish metal;danish rock,0.32,0.909
Sweet Talk,68,Saint Motel,la indie;modern alternative rock;modern rock;pov: indie,0.67,0.843
beibs in the trap,71,Travis Scott,hip hop;rap;slap house,0.743,0.571
Wat's Wrong (feat. Zacari & Kendrick Lamar),69,Isaiah Rashad;Zacari;Kendrick Lamar,hip hop;rap;tennessee hip hop;underground hip hop,0.706,0.688
All Night (feat. Knox Fortune),68,Chance the Rapper;Knox Fortune,chicago rap;conscious hip hop;hip hop;pop rap;rap,0.704,0.777
She's Mine Pt. 1,68,J. Cole,conscious hip hop;hip hop;north carolina hip hop;rap,0.439,0.204
Emperor's New Clothes,70,Panic! At The Disco,pop,0.562,0.904
I Feel It Coming,76,The Weeknd;Daft Punk,canadian contemporary r&b;canadian pop;pop,0.773,0.819
How Far I'll Go - Alessia Cara Version,67,Alessia Cara,canadian contemporary r&b;canadian pop;pop,0.31,0.54
Youth,71,Glass Animals,gauze pop;indietronica;modern rock;pov: indie;shiver pop,0.648,0.718
Stay A Little Longer,67,Brothers Osborne,contemporary country;country;country road;modern country rock;modern southern rock,0.557,0.886
absolute in doubt,70,Lil Peep;Wicca Phase Springs Eternal,cloud rap;emo rap;lgbtq+ hip hop,0.732,0.651
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",72,P!nk,dance pop;pop,0.632,0.702
Gym Class,70,Lil Peep,cloud rap;emo rap;lgbtq+ hip hop,0.62,0.347
It Ain't My Fault,67,Brothers Osborne,contemporary country;country;country road;modern country rock;modern southern rock,0.735,0.831
Shout Out to My Ex,76,Little Mix,girl group;pop;talent show;uk pop,0.773,0.747
Saint Pablo,72,Kanye West,chicago rap;hip hop;rap,0.461,0.772
Finesse,74,Bruno Mars,dance pop;pop,0.741,0.798
YOU'RE THE ONE,72,KAYTRANADA;Syd,alternative r&b;escape room;indie soul;lgbtq+ hip hop,0.824,0.396
Fool,70,Frankie Cosmos,bedroom pop;bubblegrunge;indie pop,0.511,0.435
BOOMBAYAH,79,BLACKPINK,k-pop;k-pop girl group;pop,0.661,0.836
Go Fuck Yourself,76,Two Feet,indie poptimism;modern rock,0.765,0.327
Seigfried,70,Frank Ocean,lgbtq+ hip hop;neo soul,0.377,0.253
James Joint,68,Rihanna,barbadian pop;pop;urban contemporary,0.399,0.203
Close,70,Nick Jonas;Tove Lo,dance pop;pop,0.654,0.623
4 Your Eyez Only,68,J. Cole,conscious hip hop;hip hop;north carolina hip hop;rap,0.701,0.485
Home,70,Vacations,newcastle nsw indie,0.643,0.671
pick up the phone,71,Young Thug;Travis Scott,atl hip hop;atl trap;gangster rap;melodic rap;rap;trap,0.711,0.739
From the Ground Up,67,Dan + Shay,contemporary country;country;country road,0.281,0.58
You Were Right,74,RÜFÜS DU SOL,australian electropop;indietronica,0.708,0.793
Good Good Father,69,Chris Tomlin,ccm;christian alternative rock;christian music,0.429,0.587
"I'm Still Standing - From ""Sing"" Original Motion Picture Soundtrack",68,Taron Egerton,hollywood,0.579,0.904
Join Us for a Bite,71,JT Music;Andrea Storm Kaden,otacore;pixel,0.595,0.752
Can I Be Him,81,James Arthur,pop;talent show;uk pop,0.696,0.543
waves - Tame Impala Remix,68,Miguel;Tame Impala,r&b,0.529,0.894
That's My Girl,76,Fifth Harmony,girl group;pop;talent show,0.596,0.851
Hurricane,66,The Band Of Heathens,austin americana;classic texas country;modern southern rock,0.362,0.421
Kickin’ Back,70,Mila J,hip pop;r&b;trap queen,0.703,0.669
Don't Threaten Me with a Good Time,69,Panic! At The Disco,pop,0.559,0.895
Solo,70,Frank Ocean,lgbtq+ hip hop;neo soul,0.469,0.289
Six Feet Under,76,Billie Eilish,art pop;electropop;pop,0.576,0.307
She Don't (feat. Ty Dolla $Ign),70,Ella Mai;Ty Dolla $ign,r&b;rap;uk contemporary r&b,0.649,0.478
See the World,67,Caamp,indie folk;stomp and holler,0.423,0.532
right here,72,Lil Peep;Horse Head,cloud rap;emo rap;lgbtq+ hip hop,0.604,0.715
Try Everything,72,Shakira,colombian pop;dance pop;latin pop;pop,0.705,0.609
I Know She Ain't Ready,68,Luke Combs,contemporary country;country,0.477,0.728
No One Knows,69,Brent Faiyaz,r&b;rap,0.6,0.619
Loving Machine,70,TV Girl,pov: indie,0.58,0.69
Live Well,69,Palace,english indie rock,0.496,0.644
The Resistance,72,Skillet,alternative metal;christian alternative rock;christian music;christian rock;post-grunge,0.483,0.941
El Hombre Del Equipo,71,Grupo Maximo Grado,corrido;musica mexicana;norteno;sierreno,0.812,0.759
Dark Necessities,75,Red Hot Chili Peppers,alternative rock;funk metal;funk rock;permanent wave;rock,0.7,0.742
Taking What's Not Yours,68,TV Girl,pov: indie,0.712,0.914
OMFG,69,Lil Peep,cloud rap;emo rap;lgbtq+ hip hop,0.576,0.702
Take A Slice,68,Glass Animals,gauze pop;indietronica;modern rock;pov: indie;shiver pop,0.623,0.661
The Sound,64,The 1975,modern alternative rock;modern rock;pop;pov: indie;rock,0.646,0.938
lil jeep,69,Lil Peep,cloud rap;emo rap;lgbtq+ hip hop,0.748,0.355
A Guy with a Girl,66,Blake Shelton,classic oklahoma country;contemporary country;country;country road,0.552,0.893
hellboy,69,Lil Peep,cloud rap;emo rap;lgbtq+ hip hop,0.598,0.683
Sarcophagus II,66,Ramirez;$uicideboy$,cloud rap;dark trap;phonk,0.798,0.799
Red Opps,65,21 Savage,atl hip hop;hip hop;rap;trap,0.703,0.709
Time Moves Slow,70,BADBADNOTGOOD;Samuel T. Herring,canadian modern jazz;indie soul,0.591,0.376
Happy Pills,70,Weathers,pov: indie,0.521,0.885
Ps & Qs,66,Lil Uzi Vert,hip hop;melodic rap;philly rap;rage rap;rap,0.522,0.428
Never Be Alone,74,Shadrow,otacore;pixel,0.63,0.686
La Gozadera (feat. Marc Anthony),76,Gente De Zona;Marc Anthony,cubaton;electro latino;latin hip hop;latin pop,0.616,0.989
Do What I Want,66,Lil Uzi Vert,hip hop;melodic rap;philly rap;rage rap;rap,0.681,0.701
Aliado Del Tiempo,73,Mariano Barba,banda;musica mexicana;norteno,0.589,0.479
D.T.B. (Interlude),66,A Boogie Wit da Hoodie,melodic rap;rap;trap,0.588,0.851
Otra vez (feat. J Balvin),78,Zion & Lennox;J Balvin,reggaeton;urbano latino,0.832,0.772
One Night,66,Lil Yachty,atl hip hop;melodic rap;rap;trap,0.764,0.475
